"airportCode","airportName","cityName","countryName","countryCode","latitude","longitude","geometry"
SAZQ	Rio Colorado	Rio Colorado	Argentina	ARG	-38.995	-64.14027777777778	type:Point,coordinates:[-64.14027777777778,-38.995]	
SAZO	Necochea	Necochea	Argentina	ARG	-38.48888888888889	-58.81583333333333	type:Point,coordinates:[-58.81583333333333,-38.48888888888889]	
SAZH	Tres Arroyos	Tres Arroyos	Argentina	ARG	-38.385555555555555	-60.3275	type:Point,coordinates:[-60.3275,-38.385555555555555]	
SAZG	General Pico	General Pico	Argentina	ARG	-35.69472222222222	-63.75888888888889	type:Point,coordinates:[-63.75888888888889,-35.69472222222222]	
SAZE	Pigue	Pigue	Argentina	ARG	-37.60611111111111	-62.39861111111111	type:Point,coordinates:[-62.39861111111111,-37.60611111111111]	
SAZB	Comandante Espora	Bahia Blanca	Argentina	ARG	-38.72723611111111	-62.153375	type:Point,coordinates:[-62.153375,-38.72723611111111]	
TQL	Nanco Lauquen	Trenque Lauquen	Argentina	ARG	-35.97027777777778	-62.77194444444444	type:Point,coordinates:[-62.77194444444444,-35.97027777777778]	
SAWU	Santa Cruz	Santa Cruz	Argentina	ARG	-50.01777777777777	-68.58027777777778	type:Point,coordinates:[-68.58027777777778,-50.01777777777777]	
SAWR	Gobernador Gregores	Gobernador Gregores	Argentina	ARG	-48.78333333333333	-70.16222222222223	type:Point,coordinates:[-70.16222222222223,-48.78333333333333]	
SAWP	Perito Moreno	Perito Moreno	Argentina	ARG	-46.53777777777778	-70.97805555555556	type:Point,coordinates:[-70.97805555555556,-46.53777777777778]	
SAZT	Heroes de Malvinas	Tandil	Argentina	ARG	-37.23444444444444	-59.228611111111114	type:Point,coordinates:[-59.228611111111114,-37.23444444444444]	
SAVT	Almirante Zar	Trelew	Argentina	ARG	-43.21055555555556	-65.27027777777778	type:Point,coordinates:[-65.27027777777778,-43.21055555555556]	
SAVR	D.Casimiro Szlapelis	Alto Rio Senguerr	Argentina	ARG	-45.01305555555555	-70.81277777777777	type:Point,coordinates:[-70.81277777777777,-45.01305555555555]	
SAZA	Azul	Azul	Argentina	ARG	-36.83638888888889	-59.88027777777778	type:Point,coordinates:[-59.88027777777778,-36.83638888888889]	
SAWJ	Cap. D. Jose D. Vasquez	San Julian	Argentina	ARG	-49.306666666666665	-67.80277777777778	type:Point,coordinates:[-67.80277777777778,-49.306666666666665]	
SAVQ	Maquinchao	Maquinchao	Argentina	ARG	-41.2425	-68.70777777777778	type:Point,coordinates:[-68.70777777777778,-41.2425]	
TRW	Aeroclub	Trelew	Argentina	ARG	-43.23305555555556	-65.3175	type:Point,coordinates:[-65.3175,-43.23305555555556]	
SAVN	Antoine De Saint Exupery	San Antonio Oeste	Argentina	ARG	-40.75055555555556	-65.03527777777778	type:Point,coordinates:[-65.03527777777778,-40.75055555555556]	
SAVD	El Maiten	El Maiten	Argentina	ARG	-42.03333333333333	-71.15	type:Point,coordinates:[-71.15,-42.03333333333333]	
SAZJ	Juarez	Juarez	Argentina	ARG	-37.70611111111111	-59.79194444444444	type:Point,coordinates:[-59.79194444444444,-37.70611111111111]	
SAVB	El Bolson	El Bolson	Argentina	ARG	-41.96638888888889	-71.51777777777778	type:Point,coordinates:[-71.51777777777778,-41.96638888888889]	
SATO	Obera	Obera	Argentina	ARG	-27.52138888888889	-55.121944444444445	type:Point,coordinates:[-55.121944444444445,-27.52138888888889]	
SASA	Gen. Don Martin Miguel de Guemes	Salta	Argentina	ARG	-24.859722222222224	-65.48694444444445	type:Point,coordinates:[-65.48694444444445,-24.859722222222224]	
SARS	Presidencia Roque S. Pena	Presidencia Roque S. Pena	Argentina	ARG	-26.753611111111113	-60.492222222222225	type:Point,coordinates:[-60.492222222222225,-26.753611111111113]	
SAWS	Jose De San Martin	Jose De San Martin	Argentina	ARG	-44.04722222222222	-70.44638888888889	type:Point,coordinates:[-70.44638888888889,-44.04722222222222]	
SARP	Liberador Gral D Jose De San M	Posadas	Argentina	ARG	-27.385833333333334	-55.970555555555556	type:Point,coordinates:[-55.970555555555556,-27.385833333333334]	
SARM	Monte Caseros	Monte Caseros	Argentina	ARG	-30.27027777777778	-57.63944444444444	type:Point,coordinates:[-57.63944444444444,-30.27027777777778]	
SARL	Paso De Los Libres	Paso De Los Libres	Argentina	ARG	-29.688055555555557	-57.15222222222222	type:Point,coordinates:[-57.15222222222222,-29.688055555555557]	
SARI	Mayor D Carlos Eduardo Krause	Cataratas Del Iguazu	Argentina	ARG	-25.737222222222222	-54.473333333333336	type:Point,coordinates:[-54.473333333333336,-25.737222222222222]	
SARF	Formosa	Formosa	Argentina	ARG	-26.212777777777777	-58.22805555555556	type:Point,coordinates:[-58.22805555555556,-26.212777777777777]	
SAOM	Marcos Juarez	Marcos Juarez	Argentina	ARG	-32.69444444444444	-62.15277777777778	type:Point,coordinates:[-62.15277777777778,-32.69444444444444]	
VER	Vera	Vera	Argentina	ARG	-29.468055555555555	-60.224722222222226	type:Point,coordinates:[-60.224722222222226,-29.468055555555555]	
SAOL	Laboulaye	Laboulaye	Argentina	ARG	-34.13527777777778	-63.36222222222222	type:Point,coordinates:[-63.36222222222222,-34.13527777777778]	
SAOD	Villa Dolores	Villa Dolores	Argentina	ARG	-31.947222222222223	-65.14694444444446	type:Point,coordinates:[-65.14694444444446,-31.947222222222223]	
SANW	Ceres	Ceres	Argentina	ARG	-29.863055555555558	-61.87277777777778	type:Point,coordinates:[-61.87277777777778,-29.863055555555558]	
SANT	Benjamin Matienzo	Tucuman	Argentina	ARG	-26.840833333333332	-65.10472222222222	type:Point,coordinates:[-65.10472222222222,-26.840833333333332]	
SAZS	S C De Bariloche	S C De Bariloche	Argentina	ARG	-41.151111111111106	-71.15777777777778	type:Point,coordinates:[-71.15777777777778,-41.151111111111106]	
SANR	Termas de Rio Hondo	Termas de Rio Hondo	Argentina	ARG	-27.496666666666666	-64.93583333333333	type:Point,coordinates:[-64.93583333333333,-27.496666666666666]	
SANO	Brig. Juan Fancudo Quiroga	Chilecito	Argentina	ARG	-29.223333333333333	-67.43944444444445	type:Point,coordinates:[-67.43944444444445,-29.223333333333333]	
SANL	Cap Vicente A Almonacid	La Rioja	Argentina	ARG	-29.380555555555556	-66.79583333333333	type:Point,coordinates:[-66.79583333333333,-29.380555555555556]	
SANE	Vcom Angel D. La Paz Aragonez	Santiago Del Estero	Argentina	ARG	-27.765555555555554	-64.31	type:Point,coordinates:[-64.31,-27.765555555555554]	
SAZP	Comodoro P. Zanni	Pehuajo	Argentina	ARG	-35.84055555555556	-61.861111111111114	type:Point,coordinates:[-61.861111111111114,-35.84055555555556]	
SAWT	28 De Noviembre	El Turbio	Argentina	ARG	-51.60916666666667	-72.22166666666666	type:Point,coordinates:[-72.22166666666666,-51.60916666666667]	
SANC	Catamarca	Catamarca	Argentina	ARG	-28.593108333333333	-65.75118055555555	type:Point,coordinates:[-65.75118055555555,-28.593108333333333]	
SAMR	S.A. Santiago Germano	San Rafael	Argentina	ARG	-34.58781666666667	-68.40358888888889	type:Point,coordinates:[-68.40358888888889,-34.58781666666667]	
SAMM	Com Ricardo Salomon	Malargue	Argentina	ARG	-35.49527777777778	-69.57305555555556	type:Point,coordinates:[-69.57305555555556,-35.49527777777778]	
SAHZ	Zapala	Zapala	Argentina	ARG	-38.975833333333334	-70.11333333333333	type:Point,coordinates:[-70.11333333333333,-38.975833333333334]	
SAFR	Rafaela	Rafaela	Argentina	ARG	-31.2825	-61.501666666666665	type:Point,coordinates:[-61.501666666666665,-31.2825]	
1243	Darregueira	Darregueira	Argentina	ARG	-37.733333333333334	-63.166666666666664	type:Point,coordinates:[-63.166666666666664,-37.733333333333334]	
SAHR	General Roca	General Roca	Argentina	ARG	-38.983333333333334	-67.6	type:Point,coordinates:[-67.6,-38.983333333333334]	
SAVE	Brig. Gral. Antonio Parodi	Esquel	Argentina	ARG	-42.903888888888886	-71.13555555555556	type:Point,coordinates:[-71.13555555555556,-42.903888888888886]	
SAOU	Brig. Mayor D. Cesar Raul Ojeda	San Luis	Argentina	ARG	-33.27222222222222	-66.35666666666665	type:Point,coordinates:[-66.35666666666665,-33.27222222222222]	
SAFS	Sunchales Aeroclub	Sunchales	Argentina	ARG	-30.95722222222222	-61.528888888888886	type:Point,coordinates:[-61.528888888888886,-30.95722222222222]	
SATC	Clorinda	Clorinda	Argentina	ARG	-25.3	-57.733333333333334	type:Point,coordinates:[-57.733333333333334,-25.3]	
SADM	Moron	Moron	Argentina	ARG	-34.67916666666667	-58.64361111111111	type:Point,coordinates:[-58.64361111111111,-34.67916666666667]	
1886	Isla Martin Garcia	Isla Martin Garcia	Argentina	ARG	-34.18333333333333	-58.25	type:Point,coordinates:[-58.25,-34.18333333333333]	
SADJ	Mariano Moreno	Mariano Moreno	Argentina	ARG	-34.5625	-58.79083333333333	type:Point,coordinates:[-58.79083333333333,-34.5625]	
SAWE	Rio Grande	Rio Grande	Argentina	ARG	-53.777499999999996	-67.75	type:Point,coordinates:[-67.75,-53.777499999999996]	
1304	Rawson	Rawson	Argentina	ARG	-43.3	-65.06666666666666	type:Point,coordinates:[-65.06666666666666,-43.3]	
SAMP	La Paz	La Paz	Argentina	ARG	-30.783333333333335	-59.6	type:Point,coordinates:[-59.6,-30.783333333333335]	
1684	Rivadavia	Rivadavia	Argentina	ARG	-33.233333333333334	-68.46666666666667	type:Point,coordinates:[-68.46666666666667,-33.233333333333334]	
SACC	La Cumbre	La Cumbre	Argentina	ARG	-31.005	-64.53277777777778	type:Point,coordinates:[-64.53277777777778,-31.005]	
SACA	Capitan D. Omar Dario Gellardi	Cordoba	Argentina	ARG	-31.436666666666667	-64.2575	type:Point,coordinates:[-64.2575,-31.436666666666667]	
SAAV	Sauce Viejo	Santa Fe	Argentina	ARG	-31.710841666666667	-60.81126666666666	type:Point,coordinates:[-60.81126666666666,-31.710841666666667]	
SAAN	Pergamino	Pergamino	Argentina	ARG	-33.92027777777778	-60.64805555555556	type:Point,coordinates:[-60.64805555555556,-33.92027777777778]	
MTL	Montecarlo	Monte Carlo	Argentina	ARG	-26.54416666666667	-54.723888888888894	type:Point,coordinates:[-54.723888888888894,-26.54416666666667]	
SAAI	Punta Indio Ns	Punta Indio	Argentina	ARG	-35.35333333333333	-57.29	type:Point,coordinates:[-57.29,-35.35333333333333]	
SAZC	Brig D Hector Eduardo Ruiz	Coronel Suarez	Argentina	ARG	-37.44611111111111	-61.88916666666667	type:Point,coordinates:[-61.88916666666667,-37.44611111111111]	
SAWD	Puerto Deseado	Puerto Deseado	Argentina	ARG	-47.734722222222224	-65.90333333333334	type:Point,coordinates:[-65.90333333333334,-47.734722222222224]	
1259	Gonzalez Chaves	Gonzalez Chaves	Argentina	ARG	-38.03333333333333	-60.13333333333333	type:Point,coordinates:[-60.13333333333333,-38.03333333333333]	
SACD	Coronel Olmedo	Coronel Olmedo	Argentina	ARG	-31.48777777777778	-64.14194444444445	type:Point,coordinates:[-64.14194444444445,-31.48777777777778]	
SAZF	Olavarria	Olavarria	Argentina	ARG	-36.888888888888886	-60.22777777777778	type:Point,coordinates:[-60.22777777777778,-36.888888888888886]	
RCE	Mercedes	Mercedes	Argentina	ARG	-29.22222222222222	-58.088055555555556	type:Point,coordinates:[-58.088055555555556,-29.22222222222222]	
OVJ	Las Ovejas	Las Ovejas	Argentina	ARG	-36.99944444444444	-70.73444444444445	type:Point,coordinates:[-70.73444444444445,-36.99944444444444]	
SARE	Resistencia	Resistencia	Argentina	ARG	-27.45	-59.05611111111111	type:Point,coordinates:[-59.05611111111111,-27.45]	
1634	Villa Minetti	Villa Minetti	Argentina	ARG	-28.616666666666667	-61.6	type:Point,coordinates:[-61.6,-28.616666666666667]	
OLC	Aeroclub Olavarria	Olavarria	Argentina	ARG	-36.96638888888889	-60.28388888888889	type:Point,coordinates:[-60.28388888888889,-36.96638888888889]	
LEO	Leones	Leones	Argentina	ARG	-32.78972222222222	-62.21666666666667	type:Point,coordinates:[-62.21666666666667,-32.78972222222222]	
SADZ	Matanza	Matanza	Argentina	ARG	-34.733333333333334	-58.5	type:Point,coordinates:[-58.5,-34.733333333333334]	
CZU	Aeroclub	Curuzu Cuatia	Argentina	ARG	-29.766111111111112	-58.08388888888889	type:Point,coordinates:[-58.08388888888889,-29.766111111111112]	
SAWH	Malvinas Argentinas	Ushuaia	Argentina	ARG	-54.843333333333334	-68.29555555555555	type:Point,coordinates:[-68.29555555555555,-54.843333333333334]	
SATD	Eldorado	Eldorado	Argentina	ARG	-26.396944444444443	-54.57472222222223	type:Point,coordinates:[-54.57472222222223,-26.396944444444443]	
CTS	Capitan Sarmiento	Capitan Sarmiento	Argentina	ARG	-34.163333333333334	-59.73083333333334	type:Point,coordinates:[-59.73083333333334,-34.163333333333334]	
SAWG	Norberto Fernandez	Rio Gallegos	Argentina	ARG	-51.60888888888889	-69.31277777777777	type:Point,coordinates:[-69.31277777777777,-51.60888888888889]	
SAWC	El Calafate	El Calafate	Argentina	ARG	-50.280277777777776	-72.05333333333333	type:Point,coordinates:[-72.05333333333333,-50.280277777777776]	
SAHC	Chos Malal	Chos Malal	Argentina	ARG	-37.44416666666666	-70.22305555555556	type:Point,coordinates:[-70.22305555555556,-37.44416666666666]	
CDS	Canadon Seco	Canadon Seco	Argentina	ARG	-46.53805555555555	-67.55972222222222	type:Point,coordinates:[-67.55972222222222,-46.53805555555555]	
LHP	Los Perales	Las Heras	Argentina	ARG	-46.19194444444444	-69.28694444444444	type:Point,coordinates:[-69.28694444444444,-46.19194444444444]	
BTA	Bella Vista	Bella Vista	Argentina	ARG	-28.52611111111111	-59.03805555555555	type:Point,coordinates:[-59.03805555555555,-28.52611111111111]	
1725	Chivilcoy	Chivilcoy	Argentina	ARG	-34.96666666666667	-60.03333333333333	type:Point,coordinates:[-60.03333333333333,-34.96666666666667]	
BRF	La Reforma	Algarrobo	Argentina	ARG	-38.72995	-63.286452777777775	type:Point,coordinates:[-63.286452777777775,-38.72995]	
SADF	San Fernando Intl	San Fernando	Argentina	ARG	-34.455000000000005	-58.59138888888889	type:Point,coordinates:[-58.59138888888889,-34.455000000000005]	
SAEZ	Ezeiza Intl Ministro Pistarini	Buenos Aires	Argentina	ARG	-34.82222222222222	-58.53583333333333	type:Point,coordinates:[-58.53583333333333,-34.82222222222222]	
BHB	Aeroclub	Bahia Blanca	Argentina	ARG	-38.66638888888889	-62.350833333333334	type:Point,coordinates:[-62.350833333333334,-38.66638888888889]	
SAZV	Villa Gesell	Villa Gesell	Argentina	ARG	-37.23444444444444	-57.02388888888889	type:Point,coordinates:[-57.02388888888889,-37.23444444444444]	
SAAR	Islas Malvinas	Rosario	Argentina	ARG	-32.90361111111111	-60.78444444444444	type:Point,coordinates:[-60.78444444444444,-32.90361111111111]	
1231	Comandante L Piedrabuena	Comandante L Piedrabuena	Argentina	ARG	-49.983333333333334	-68.95	type:Point,coordinates:[-68.95,-49.983333333333334]	
BEL	Bell Ville	Bell Ville	Argentina	ARG	-32.65833333333333	-62.70194444444445	type:Point,coordinates:[-62.70194444444445,-32.65833333333333]	
ATE	Zarate	Zarate	Argentina	ARG	-34.1175	-59.08222222222223	type:Point,coordinates:[-59.08222222222223,-34.1175]	
SATU	Curuzu Cuatia	Curuzu Cuatia	Argentina	ARG	-29.772499999999997	-57.98277777777778	type:Point,coordinates:[-57.98277777777778,-29.772499999999997]	
1802	Santa Victoria	Santa Victoria	Argentina	ARG	-22.266666666666666	-62.7	type:Point,coordinates:[-62.7,-22.266666666666666]	
SAOC	Area De Material	Rio Cuarto	Argentina	ARG	-33.092222222222226	-64.26944444444445	type:Point,coordinates:[-64.26944444444445,-33.092222222222226]	
AGR	Alta Gracia	Alta Gracia	Argentina	ARG	-31.65	-64.4	type:Point,coordinates:[-64.4,-31.65]	
1315	Saladillo	Saladillo	Argentina	ARG	-35.608333333333334	-59.815555555555555	type:Point,coordinates:[-59.815555555555555,-35.608333333333334]	
1260	Huanguelen	Huanguelen	Argentina	ARG	-37.03333333333333	-61.93333333333333	type:Point,coordinates:[-61.93333333333333,-37.03333333333333]	
1887	Don Hector Biondi	Isla Verde	Argentina	ARG	-33.25	-62.4	type:Point,coordinates:[-62.4,-33.25]	
1852	Colon	Colon	Argentina	ARG	-33.93333333333333	-61.03333333333333	type:Point,coordinates:[-61.03333333333333,-33.93333333333333]	
CHA	Charata	Charata	Argentina	ARG	-27.21638888888889	-61.20916666666667	type:Point,coordinates:[-61.20916666666667,-27.21638888888889]	
SATG	Goya	Goya	Argentina	ARG	-29.105833333333333	-59.21888888888889	type:Point,coordinates:[-59.21888888888889,-29.105833333333333]	
1335	Victoria	Victoria	Argentina	ARG	-32.56666666666667	-60.2	type:Point,coordinates:[-60.2,-32.56666666666667]	
AVA	Aeroparque Rosario	Alvear	Argentina	ARG	-33.046388888888885	-60.596944444444446	type:Point,coordinates:[-60.596944444444446,-33.046388888888885]	
1851	Chascomus	Chascomus	Argentina	ARG	-35.541666666666664	-58.05	type:Point,coordinates:[-58.05,-35.541666666666664]	
LLJ	Las Lajas	Las Lajas	Argentina	ARG	-38.532777777777774	-70.33444444444444	type:Point,coordinates:[-70.33444444444444,-38.532777777777774]	
AJA	La Laja	La Laja	Argentina	ARG	-31.35138888888889	-68.47305555555556	type:Point,coordinates:[-68.47305555555556,-31.35138888888889]	
1847	Veronica	Veronica	Argentina	ARG	-35.4	-57.36666666666667	type:Point,coordinates:[-57.36666666666667,-35.4]	
SACT	Chamical	Gobernador Gordillo	Argentina	ARG	-30.339444444444442	-66.29416666666667	type:Point,coordinates:[-66.29416666666667,-30.339444444444442]	
1743	Los Tucanes	Tucuman	Argentina	ARG	-27.066666666666666	-65.16666666666667	type:Point,coordinates:[-65.16666666666667,-27.066666666666666]	
FLO	Las Flores	Las Flores	Argentina	ARG	-36.06638888888889	-59.10055555555556	type:Point,coordinates:[-59.10055555555556,-36.06638888888889]	
BAI	Lago Buenos Aires	Lago Buenos Aires	Argentina	ARG	-46.57611111111112	-70.94805555555556	type:Point,coordinates:[-70.94805555555556,-46.57611111111112]	
1741	Sarmiento	Sarmiento	Argentina	ARG	-45.583333333333336	-69	type:Point,coordinates:[-69,-45.583333333333336]	
1322	San Nicolas De Los Arroyos	San Nicolas De Los Arroyos	Argentina	ARG	-33.38333333333333	-60.2	type:Point,coordinates:[-60.2,-33.38333333333333]	
1738	Loncopue	Loncopue	Argentina	ARG	-38.083333333333336	-70.66666666666667	type:Point,coordinates:[-70.66666666666667,-38.083333333333336]	
SAZL	Santa Teresita	Santa Teresita	Argentina	ARG	-36.54222222222222	-56.72138888888889	type:Point,coordinates:[-56.72138888888889,-36.54222222222222]	
1732	Jesus Maria	Jesus Maria	Argentina	ARG	-30.983333333333334	-64.08333333333333	type:Point,coordinates:[-64.08333333333333,-30.983333333333334]	
SAAC	Comodoro Pierrestegui	Concordia	Argentina	ARG	-31.296944444444446	-57.99666666666667	type:Point,coordinates:[-57.99666666666667,-31.296944444444446]	
SAAG	Gualeguaychu	Gualeguaychu	Argentina	ARG	-33.00555555555555	-58.61277777777778	type:Point,coordinates:[-58.61277777777778,-33.00555555555555]	
1850	General Rodriguez	General Rodriguez	Argentina	ARG	-34.68055555555555	-59.038888888888884	type:Point,coordinates:[-59.038888888888884,-34.68055555555555]	
1323	San Pedro	San Pedro	Argentina	ARG	-33.68333333333333	-59.733333333333334	type:Point,coordinates:[-59.733333333333334,-33.68333333333333]	
SAZM	Astor Piazzolla	Mar Del Plata	Argentina	ARG	-37.93416666666666	-57.57333333333334	type:Point,coordinates:[-57.57333333333334,-37.93416666666666]	
1244	Diamante	Diamante	Argentina	ARG	-32.03333333333333	-60.583333333333336	type:Point,coordinates:[-60.583333333333336,-32.03333333333333]	
SAVV	Gobernador Castello	Viedma	Argentina	ARG	-40.87027777777778	-62.99666666666667	type:Point,coordinates:[-62.99666666666667,-40.87027777777778]	
SAMA	General Alvear	General Alvear	Argentina	ARG	-35.05916666666666	-67.69277777777778	type:Point,coordinates:[-67.69277777777778,-35.05916666666666]	
1722	Venado Tuerto	Venado Tuerto	Argentina	ARG	-33.666666666666664	-61.96666666666667	type:Point,coordinates:[-61.96666666666667,-33.666666666666664]	
SASJ	Gobernador Horacio Guzman	Jujuy	Argentina	ARG	-24.392777777777777	-65.09777777777778	type:Point,coordinates:[-65.09777777777778,-24.392777777777777]	
ARY	Arcor	Arroyito	Argentina	ARG	-31.41611111111111	-63.034166666666664	type:Point,coordinates:[-63.034166666666664,-31.41611111111111]	
1728	Galvez	Galvez	Argentina	ARG	-32.03333333333333	-61.18333333333333	type:Point,coordinates:[-61.18333333333333,-32.03333333333333]	
SANU	Domingo Faustino Sarmiento	San Juan	Argentina	ARG	-31.57138888888889	-68.41833333333334	type:Point,coordinates:[-68.41833333333334,-31.57138888888889]	
SANI	Tinogasta	Tinogasta	Argentina	ARG	-28.035	-67.58027777777778	type:Point,coordinates:[-67.58027777777778,-28.035]	
1888	Rio Cuarto	Rio Cuarto	Argentina	ARG	-33.166666666666664	-64.33333333333333	type:Point,coordinates:[-64.33333333333333,-33.166666666666664]	
SADP	El Palomar	Buenos Aires	Argentina	ARG	-34.61	-58.612500000000004	type:Point,coordinates:[-58.612500000000004,-34.61]	
1218	Daireaux	Daireaux	Argentina	ARG	-36.6	-61.766666666666666	type:Point,coordinates:[-61.766666666666666,-36.6]	
SAZR	Santa Rosa	Santa Rosa	Argentina	ARG	-36.58833333333334	-64.27583333333334	type:Point,coordinates:[-64.27583333333334,-36.58833333333334]	
1284	Mina Clavero	Mina Clavero	Argentina	ARG	-31.716666666666665	-65	type:Point,coordinates:[-65,-31.716666666666665]	
1247	Esquina	Esquina	Argentina	ARG	-30.05	-59.53333333333333	type:Point,coordinates:[-59.53333333333333,-30.05]	
