"airportCode","airportName","cityName","countryName","countryCode","latitude","longitude","geometry"
"LATI","Tirana","Tirana","Albania","ALB",41.414722222222224,19.720555555555553,"{""type"":""Point"",""coordinates"":[19.720555555555553,41.414722222222224]}"
